,Word,Frequency
630,"('ум', 'сходить')","(1, 1)"
631,"('улыбаться', 'человек')","(1, 1)"
632,"('уважение', 'страх')","(1, 1)"
633,"('узнавать', 'глушь')","(1, 1)"
634,"('увидеть', 'мочь')","(1, 1)"
635,"('угнетение', 'сынок')","(1, 1)"
636,"('уголек', 'сам')","(1, 1)"
637,"('ударять', 'небо')","(1, 1)"
638,"('ужас', 'живой')","(1, 1)"
639,"('узнавать', 'армения')","(1, 1)"
640,"('узнавать', 'земля')","(1, 1)"
641,"('улыбаться', 'ответ')","(1, 1)"
642,"('узнавать', 'понимать')","(1, 1)"
643,"('укреплять', 'стена')","(1, 1)"
644,"('улица', 'имя')","(1, 1)"
645,"('улица', 'ночной')","(1, 1)"
646,"('улица', 'полный')","(1, 1)"
647,"('улочка', 'базарный')","(1, 1)"
648,"('тревога', 'вставать')","(1, 1)"
649,"('тратить', 'минута')","(1, 1)"
650,"('точно', 'свой')","(1, 1)"
651,"('твой', 'старый')","(1, 1)"
652,"('твой', 'путь')","(1, 1)"
653,"('твой', 'рука')","(1, 1)"
654,"('твой', 'сердце')","(1, 1)"
655,"('твой', 'склонять')","(1, 1)"
656,"('твой', 'след')","(1, 1)"
657,"('твой', 'слеза')","(1, 1)"
658,"('твой', 'стих')","(1, 1)"
659,"('твой', 'петух')","(1, 1)"
660,"('твой', 'судьба')","(1, 1)"
661,"('твой', 'твой')","(1, 1)"
662,"('твой', 'целовать')","(1, 1)"
663,"('творец', 'твой')","(1, 1)"
664,"('тело', 'наш')","(1, 1)"
665,"('темный', 'туча')","(1, 1)"
666,"('твой', 'поэт')","(1, 1)"
667,"('твой', 'опустеть')","(1, 1)"
668,"('тень', 'ветвь')","(1, 1)"
669,"('твой', 'икона')","(1, 1)"
670,"('твой', 'гореть')","(1, 1)"
671,"('твой', 'грудь')","(1, 1)"
672,"('твой', 'дар')","(1, 1)"
673,"('твой', 'дитя')","(1, 1)"
674,"('твой', 'душа')","(1, 1)"
675,"('твой', 'жемчуг')","(1, 1)"
676,"('твой', 'колено')","(1, 1)"
677,"('твой', 'обида')","(1, 1)"
678,"('твой', 'конец')","(1, 1)"
679,"('твой', 'купол')","(1, 1)"
680,"('твой', 'лицо')","(1, 1)"
681,"('твой', 'любовь')","(1, 1)"
682,"('твой', 'напев')","(1, 1)"
683,"('твой', 'наслаждаться')","(1, 1)"
684,"('тенистый', 'сад')","(1, 1)"
685,"('тень', 'касаться')","(1, 1)"
686,"('тот', 'человек')","(1, 1)"
687,"('тот', 'ночь')","(1, 1)"
688,"('тот', 'война')","(1, 1)"
689,"('тот', 'год')","(1, 1)"
690,"('тот', 'день')","(1, 1)"
691,"('тот', 'который')","(1, 1)"
692,"('тот', 'кто')","(1, 1)"
693,"('тот', 'мгновение')","(1, 1)"
694,"('тот', 'песнь')","(1, 1)"
695,"('тоска', 'он')","(1, 1)"
696,"('тот', 'песня')","(1, 1)"
697,"('тот', 'пора')","(1, 1)"
698,"('тот', 'старый')","(1, 1)"
699,"('тот', 'страна')","(1, 1)"
700,"('тот', 'тот')","(1, 1)"
701,"('тот', 'церквушка')","(1, 1)"
702,"('тоска', 'узнавать')","(1, 1)"
703,"('тоска', 'небо')","(1, 1)"
704,"('тень', 'облако')","(1, 1)"
705,"('тигран', 'славный')","(1, 1)"
706,"('тень', 'твой')","(1, 1)"
707,"('тепло', 'читать')","(1, 1)"
708,"('терпеливый', 'седой')","(1, 1)"
709,"('терять', 'жизнь')","(1, 1)"
710,"('течение', 'шапка')","(1, 1)"
711,"('течь', 'век')","(1, 1)"
712,"('тихо', 'идти')","(1, 1)"
713,"('тополь', 'кидать')","(1, 1)"
714,"('тихон', 'синицын')","(1, 1)"
715,"('тишина', 'долгий')","(1, 1)"
716,"('тишина', 'самый')","(1, 1)"
717,"('товарищ', 'знать')","(1, 1)"
718,"('томиться', 'далекий')","(1, 1)"
719,"('тополиный', 'пух')","(1, 1)"
720,"('утренний', 'туман')","(1, 1)"
721,"('утро', 'ранний')","(1, 1)"
722,"('утро', 'рано')","(1, 1)"
723,"('э', 'мандельштам')","(1, 1)"
724,"('шоссе', 'канакер')","(1, 1)"
725,"('шуваевапетросян', 'елена')","(1, 1)"
726,"('шум', 'волна')","(1, 1)"
727,"('шум', 'прибой')","(1, 1)"
728,"('шуметь', 'течение')","(1, 1)"
729,"('шуршать', 'огонь')","(1, 1)"
730,"('эйнштейн', 'иосиф')","(1, 1)"
731,"('шептать', 'мы')","(1, 1)"
732,"('эйнштейн', 'пробовать')","(1, 1)"
733,"('эйнштейн', 'слева')","(1, 1)"
734,"('это', 'вовсе')","(1, 1)"
735,"('это', 'возможный')","(1, 1)"
736,"('это', 'дерево')","(1, 1)"
737,"('это', 'древний')","(1, 1)"
738,"('шереметев', 'мм')","(1, 1)"
739,"('шептать', 'лишь')","(1, 1)"
740,"('это', 'знать')","(1, 1)"
741,"('чужой', 'речь')","(1, 1)"
742,"('чувство', 'вина')","(1, 1)"
743,"('чудо', 'присылать')","(1, 1)"
744,"('чудо', 'чудо')","(1, 1)"
745,"('чудовище', 'свертывать')","(1, 1)"
746,"('чужеродность', 'данность')","(1, 1)"
747,"('чужой', 'край')","(1, 1)"
748,"('чужой', 'сторона')","(1, 1)"
749,"('шахвердяный', 'л')","(1, 1)"
750,"('шабат', 'эйнштейн')","(1, 1)"
751,"('шагать', 'мимо')","(1, 1)"
752,"('шагинян', 'м')","(1, 1)"
753,"('шамам', 'сестрица')","(1, 1)"
754,"('шапка', 'белый')","(1, 1)"
755,"('шафрановый', 'загар')","(1, 1)"
756,"('это', 'знак')","(1, 1)"
757,"('это', 'место')","(1, 1)"
758,"('чрево', 'золотой')","(1, 1)"
759,"('я', 'земля')","(1, 1)"
760,"('юность', 'греза')","(1, 1)"
761,"('юность', 'мой')","(1, 1)"
762,"('юный', 'дева')","(1, 1)"
763,"('юный', 'душа')","(1, 1)"
764,"('юрий', 'михайлович')","(1, 1)"
765,"('юрьевич', 'веденяпин')","(1, 1)"
766,"('я', 'случаться')","(1, 1)"
767,"('ю', 'лермонтов')","(1, 1)"
768,"('яблоко', 'закат')","(1, 1)"
769,"('яблоневый', 'сад')","(1, 1)"
770,"('являть', 'лицо')","(1, 1)"
771,"('язык', 'являться')","(1, 1)"
772,"('яковлевич', 'смоляк')","(1, 1)"
773,"('яркий', 'солнце')","(1, 1)"
774,"('юльевна', 'капович')","(1, 1)"
775,"('ю', 'веселовский')","(1, 1)"
776,"('это', 'один')","(1, 1)"
777,"('этот', 'вода')","(1, 1)"
778,"('это', 'правда')","(1, 1)"
779,"('это', 'привыкать')","(1, 1)"
780,"('это', 'просто')","(1, 1)"
781,"('это', 'становиться')","(1, 1)"
782,"('это', 'утро')","(1, 1)"
783,"('этот', 'вечный')","(1, 1)"
784,"('этот', 'время')","(1, 1)"
785,"('эхо', 'долгий')","(1, 1)"
786,"('этот', 'жечь')","(1, 1)"
787,"('этот', 'жизнь')","(1, 1)"
788,"('этот', 'ночь')","(1, 1)"
789,"('этот', 'песнь')","(1, 1)"
790,"('этот', 'пора')","(1, 1)"
791,"('этот', 'смелый')","(1, 1)"
792,"('чтото', 'важно')","(1, 1)"
793,"('читать', 'этот')","(1, 1)"
794,"('уходить', 'вглубь')","(1, 1)"
795,"('хотя', 'б')","(1, 1)"
796,"('хотеть', 'жизнь')","(1, 1)"
797,"('хотеть', 'начинать')","(1, 1)"
798,"('хотеть', 'полюбить')","(1, 1)"
799,"('хотеть', 'рожать')","(1, 1)"
800,"('хотеть', 'сказать')","(1, 1)"
801,"('хотеться', 'жить')","(1, 1)"
802,"('храм', 'грудь')","(1, 1)"
803,"('хороший', 'день')","(1, 1)"
804,"('храм', 'кровь')","(1, 1)"
805,"('храм', 'твой')","(1, 1)"
806,"('храм', 'шагать')","(1, 1)"
807,"('хранить', 'день')","(1, 1)"
808,"('хранить', 'твой')","(1, 1)"
809,"('царь', 'бог')","(1, 1)"
810,"('хотеть', 'вставать')","(1, 1)"
811,"('холод', 'ночь')","(1, 1)"
812,"('цвет', 'вплетать')","(1, 1)"
813,"('ф', 'казаков')","(1, 1)"
814,"('уходить', 'земля')","(1, 1)"
815,"('уходить', 'ночь')","(1, 1)"
816,"('уходить', 'стоять')","(1, 1)"
817,"('уходить', 'туман')","(1, 1)"
818,"('уходить', 'тьма')","(1, 1)"
819,"('уходить', 'умирать')","(1, 1)"
820,"('феликс', 'чечик')","(1, 1)"
821,"('хлипкий', 'улица')","(1, 1)"
822,"('фонтан', 'сквер')","(1, 1)"
823,"('фридман', 'михаил')","(1, 1)"
824,"('фундамент', 'хлипкий')","(1, 1)"
825,"('хватать', 'это')","(1, 1)"
826,"('хватить', 'сила')","(1, 1)"
827,"('хищный', 'клекот')","(1, 1)"
828,"('цвести', 'сад')","(1, 1)"
829,"('цвет', 'запах')","(1, 1)"
830,"('читать', 'изучать')","(1, 1)"
831,"('человек', 'это')","(1, 1)"
832,"('человек', 'любовь')","(1, 1)"
833,"('человек', 'недобрый')","(1, 1)"
834,"('человек', 'он')","(1, 1)"
835,"('человек', 'поражать')","(1, 1)"
836,"('человек', 'справа')","(1, 1)"
837,"('человек', 'человек')","(1, 1)"
838,"('человеческий', 'ум')","(1, 1)"
839,"('человек', 'идти')","(1, 1)"
840,"('черный', 'белый')","(1, 1)"
841,"('черный', 'день')","(1, 1)"
842,"('черный', 'земля')","(1, 1)"
843,"('черный', 'море')","(1, 1)"
844,"('черный', 'уголек')","(1, 1)"
845,"('чистый', 'сердце')","(1, 1)"
846,"('человек', 'любить')","(1, 1)"
847,"('человек', 'знать')","(1, 1)"
848,"('цветок', 'звезда')","(1, 1)"
849,"('целый', 'ночь')","(1, 1)"
850,"('цветок', 'трава')","(1, 1)"
851,"('целительный', 'умножи')","(1, 1)"
852,"('целовать', 'алый')","(1, 1)"
853,"('целовать', 'рвать')","(1, 1)"
854,"('целый', 'день')","(1, 1)"
855,"('целый', 'мир')","(1, 1)"
856,"('целый', 'свет')","(1, 1)"
857,"('человек', 'душа')","(1, 1)"
858,"('церковь', 'сей')","(1, 1)"
859,"('чайный', 'роза')","(1, 1)"
860,"('час', 'ветер')","(1, 1)"
861,"('чей', 'сердце')","(1, 1)"
862,"('человек', 'говорить')","(1, 1)"
863,"('человек', 'голос')","(1, 1)"
864,"('твой', 'голос')","(1, 1)"
865,"('твой', 'голова')","(1, 1)"
866,"('твой', 'глаз')","(1, 1)"
867,"('смелый', 'человек')","(1, 1)"
868,"('слово', 'этот')","(1, 1)"
869,"('слушать', 'песня')","(1, 1)"
870,"('слышать', 'звук')","(1, 1)"
871,"('слышать', 'слово')","(1, 1)"
872,"('слышать', 'слышать')","(1, 1)"
873,"('слышать', 'твой')","(1, 1)"
874,"('смертный', 'час')","(1, 1)"
875,"('слово', 'страшный')","(1, 1)"
876,"('смерть', 'бой')","(1, 1)"
877,"('смерть', 'жизнь')","(1, 1)"
878,"('смерть', 'истерзать')","(1, 1)"
879,"('смерть', 'ребенок')","(1, 1)"
880,"('смерть', 'смерть')","(1, 1)"
881,"('смешать', 'кровавый')","(1, 1)"
882,"('слово', 'твой')","(1, 1)"
883,"('слово', 'слово')","(1, 1)"
884,"('смотреть', 'глаз')","(1, 1)"
885,"('слива', 'седина')","(1, 1)"
886,"('след', 'спешить')","(1, 1)"
887,"('след', 'тот')","(1, 1)"
888,"('слеза', 'лить')","(1, 1)"
889,"('слеза', 'литься')","(1, 1)"
890,"('слеза', 'слово')","(1, 1)"
891,"('слепой', 'белый')","(1, 1)"
892,"('словно', 'игрушка')","(1, 1)"
893,"('слово', 'первый')","(1, 1)"
894,"('слово', 'бессильный')","(1, 1)"
895,"('слово', 'джур')","(1, 1)"
896,"('слово', 'допивать')","(1, 1)"
897,"('слово', 'лишь')","(1, 1)"
898,"('слово', 'мой')","(1, 1)"
899,"('слово', 'ответ')","(1, 1)"
900,"('смотреть', 'видеть')","(1, 1)"
901,"('смотреть', 'далеко')","(1, 1)"
902,"('слать', 'молитва')","(1, 1)"
903,"('солдат', 'отвечать')","(1, 1)"
904,"('собор', 'впускать')","(1, 1)"
905,"('собранный', 'друг')","(1, 1)"
906,"('согревать', 'северный')","(1, 1)"
907,"('содрогаться', 'скала')","(1, 1)"
908,"('сокровище', 'чудовище')","(1, 1)"
909,"('солдат', 'идти')","(1, 1)"
910,"('солдат', 'хранить')","(1, 1)"
911,"('снова', 'снова')","(1, 1)"
912,"('солнечный', 'луч')","(1, 1)"
913,"('солнце', 'взлетать')","(1, 1)"
914,"('солнце', 'вставать')","(1, 1)"
915,"('солнце', 'луч')","(1, 1)"
916,"('солнце', 'небо')","(1, 1)"
917,"('солнце', 'свет')","(1, 1)"
918,"('собирать', 'свой')","(1, 1)"
919,"('снова', 'представать')","(1, 1)"
920,"('смотреть', 'смотреть')","(1, 1)"
921,"('снег', 'идти')","(1, 1)"
922,"('смочь', 'понимать')","(1, 1)"
923,"('смочь', 'спасать')","(1, 1)"
924,"('смущаться', 'глаз')","(1, 1)"
925,"('смычок', 'говорить')","(1, 1)"
926,"('снег', 'вершина')","(1, 1)"
927,"('снег', 'дождь')","(1, 1)"
928,"('снег', 'красный')","(1, 1)"
929,"('снимок', 'эйнштейн')","(1, 1)"
930,"('снег', 'лететь')","(1, 1)"
931,"('снег', 'небо')","(1, 1)"
932,"('снежный', 'ком')","(1, 1)"
933,"('снизу', 'вверх')","(1, 1)"
934,"('снимать', 'сорочка')","(1, 1)"
935,"('снимок', 'стена')","(1, 1)"
936,"('слева', 'дед')","(1, 1)"
937,"('сладость', 'нежный')","(1, 1)"
938,"('солнце', 'сиять')","(1, 1)"
939,"('серебро', 'лавка')","(1, 1)"
940,"('сердце', 'свой')","(1, 1)"
941,"('сердце', 'сердце')","(1, 1)"
942,"('сердце', 'скорый')","(1, 1)"
943,"('сердце', 'становиться')","(1, 1)"
944,"('сердце', 'твой')","(1, 1)"
945,"('сердце', 'человек')","(1, 1)"
946,"('сестрица', 'два')","(1, 1)"
947,"('сердце', 'ныть')","(1, 1)"
948,"('сеча', 'враг')","(1, 1)"
949,"('сеча', 'пусть')","(1, 1)"
950,"('сжигать', 'солнце')","(1, 1)"
951,"('сжимать', 'грудь')","(1, 1)"
952,"('сидеть', 'сидеть')","(1, 1)"
953,"('сидеть', 'стол')","(1, 1)"
954,"('сердце', 'рассвет')","(1, 1)"
955,"('сердце', 'мой')","(1, 1)"
956,"('сила', 'душа')","(1, 1)"
957,"('сей', 'упоить')","(1, 1)"
958,"('северный', 'лес')","(1, 1)"
959,"('северный', 'поэт')","(1, 1)"
960,"('северный', 'страна')","(1, 1)"
961,"('седина', 'перец')","(1, 1)"
962,"('седой', 'мать')","(1, 1)"
963,"('сей', 'пора')","(1, 1)"
964,"('семенович', 'жук')","(1, 1)"
965,"('сердце', 'знать')","(1, 1)"
966,"('сентябрь', 'г')","(1, 1)"
967,"('сергеевич', 'пушкин')","(1, 1)"
968,"('сергей', 'евгеньевич')","(1, 1)"
969,"('сердце', 'биться')","(1, 1)"
970,"('сердце', 'дом')","(1, 1)"
971,"('сердце', 'друг')","(1, 1)"
972,"('сила', 'борьба')","(1, 1)"
973,"('сила', 'оно')","(1, 1)"
974,"('сладостный', 'лень')","(1, 1)"
975,"('скорбь', 'печаль')","(1, 1)"
976,"('сквозь', 'облачный')","(1, 1)"
977,"('сквозь', 'сон')","(1, 1)"
978,"('склон', 'вверх')","(1, 1)"
979,"('склонять', 'голова')","(1, 1)"
980,"('склонять', 'красота')","(1, 1)"
981,"('сколько', 'год')","(1, 1)"
982,"('скорбь', 'твой')","(1, 1)"
983,"('сквозь', 'век')","(1, 1)"
984,"('скоро', 'скоро')","(1, 1)"
985,"('скорый', 'око')","(1, 1)"
986,"('славный', 'великий')","(1, 1)"
987,"('славный', 'перс')","(1, 1)"
988,"('слагать', 'песня')","(1, 1)"
989,"('сладкий', 'вино')","(1, 1)"
990,"('сквозь', 'дым')","(1, 1)"
991,"('сквер', 'струистый')","(1, 1)"
992,"('сила', 'слава')","(1, 1)"
993,"('сказание', 'победа')","(1, 1)"
994,"('сила', 'уходить')","(1, 1)"
995,"('сила', 'храбрый')","(1, 1)"
996,"('синий', 'зеленый')","(1, 1)"
997,"('синий', 'слива')","(1, 1)"
998,"('сиреневый', 'туман')","(1, 1)"
999,"('сияние', 'снег')","(1, 1)"
1000,"('сказать', 'друг')","(1, 1)"
1001,"('скат', 'холм')","(1, 1)"
1002,"('сказать', 'тихо')","(1, 1)"
1003,"('сказать', 'ты')","(1, 1)"
1004,"('сказать', 'уходить')","(1, 1)"
1005,"('скала', 'вековой')","(1, 1)"
1006,"('скала', 'гранитный')","(1, 1)"
1007,"('скала', 'желтый')","(1, 1)"
1008,"('солнце', 'светить')","(1, 1)"
1009,"('солнце', 'снег')","(1, 1)"
1010,"('твой', 'воля')","(1, 1)"
1011,"('судьба', 'ждать')","(1, 1)"
1012,"('стремя', 'помчаться')","(1, 1)"
1013,"('строить', 'дом')","(1, 1)"
1014,"('струистый', 'серебро')","(1, 1)"
1015,"('струна', 'сердце')","(1, 1)"
1016,"('стукач', 'имя')","(1, 1)"
1017,"('судьба', 'б')","(1, 1)"
1018,"('судьба', 'мир')","(1, 1)"
1019,"('стрела', 'лететь')","(1, 1)"
1020,"('судьба', 'мой')","(1, 1)"
1021,"('судьба', 'народ')","(1, 1)"
1022,"('судьба', 'расти')","(1, 1)"
1023,"('судьба', 'такой')","(1, 1)"
1024,"('судьба', 'человек')","(1, 1)"
1025,"('судьба', 'чужой')","(1, 1)"
1026,"('стремиться', 'вдаль')","(1, 1)"
1027,"('страшный', 'сон')","(1, 1)"
1028,"('сурово', 'стоять')","(1, 1)"
1029,"('страна', 'который')","(1, 1)"
1030,"('стоять', 'ты')","(1, 1)"
1031,"('страдание', 'армянский')","(1, 1)"
1032,"('страдание', 'наступать')","(1, 1)"
1033,"('страна', 'воспевать')","(1, 1)"
1034,"('страна', 'должный')","(1, 1)"
1035,"('страна', 'забывать')","(1, 1)"
1036,"('страна', 'красота')","(1, 1)"
1037,"('страшный', 'сказать')","(1, 1)"
1038,"('страна', 'лишь')","(1, 1)"
1039,"('страна', 'перенести')","(1, 1)"
1040,"('страница', 'страница')","(1, 1)"
1041,"('странно', 'знать')","(1, 1)"
1042,"('страсть', 'млеть')","(1, 1)"
1043,"('страх', 'вспоминать')","(1, 1)"
1044,"('супостат', 'полк')","(1, 1)"
1045,"('счастие', 'любовь')","(1, 1)"
1046,"('стоять', 'свой')","(1, 1)"
1047,"('тамара', 'чрево')","(1, 1)"
1048,"('такой', 'сердце')","(1, 1)"
1049,"('такой', 'слыхать')","(1, 1)"
1050,"('такой', 'солнце')","(1, 1)"
1051,"('такой', 'тишина')","(1, 1)"
1052,"('такой', 'точно')","(1, 1)"
1053,"('талый', 'вода')","(1, 1)"
1054,"('тварь', 'пара')","(1, 1)"
1055,"('такой', 'картина')","(1, 1)"
1056,"('твердь', 'синий')","(1, 1)"
1057,"('твой', 'армения')","(1, 1)"
1058,"('твой', 'безотрадный')","(1, 1)"
1059,"('твой', 'благословлять')","(1, 1)"
1060,"('твой', 'венец')","(1, 1)"
1061,"('твой', 'вино')","(1, 1)"
1062,"('такой', 'ночь')","(1, 1)"
1063,"('такой', 'жить')","(1, 1)"
1064,"('счастие', 'называть')","(1, 1)"
1065,"('сын', 'дух')","(1, 1)"
1066,"('счастие', 'родина')","(1, 1)"
1067,"('счастие', 'свобода')","(1, 1)"
1068,"('счастие', 'твой')","(1, 1)"
1069,"('счастливый', 'год')","(1, 1)"
1070,"('счастливый', 'считать')","(1, 1)"
1071,"('счастливый', 'трепет')","(1, 1)"
1072,"('сын', 'промчаться')","(1, 1)"
1073,"('тайный', 'знак')","(1, 1)"
1074,"('сын', 'распинать')","(1, 1)"
1075,"('сын', 'родной')","(1, 1)"
1076,"('сынок', 'милый')","(1, 1)"
1077,"('сынок', 'молчать')","(1, 1)"
1078,"('сырой', 'земля')","(1, 1)"
1079,"('сюда', 'колхоз')","(1, 1)"
1080,"('стоять', 'средь')","(1, 1)"
1081,"('стоять', 'рядом')","(1, 1)"
1082,"('солнце', 'солнце')","(1, 1)"
1083,"('среди', 'сеча')","(1, 1)"
1084,"('справа', 'снимок')","(1, 1)"
1085,"('спрашивать', 'саак')","(1, 1)"
1086,"('сражение', 'петь')","(1, 1)"
1087,"('сражение', 'пред')","(1, 1)"
1088,"('сразу', 'узнавать')","(1, 1)"
1089,"('среди', 'грозный')","(1, 1)"
1090,"('среди', 'трава')","(1, 1)"
1091,"('спать', 'снег')","(1, 1)"
1092,"('средь', 'мрачный')","(1, 1)"
1093,"('средь', 'северный')","(1, 1)"
1094,"('срываться', 'камень')","(1, 1)"
1095,"('срываться', 'уста')","(1, 1)"
1096,"('станислав', 'александрович')","(1, 1)"
1097,"('становиться', 'белый')","(1, 1)"
1098,"('справа', 'прадед')","(1, 1)"
1099,"('спать', 'крепко')","(1, 1)"
1100,"('становиться', 'вновь')","(1, 1)"
1101,"('сон', 'сон')","(1, 1)"
1102,"('соловей', 'петь')","(1, 1)"
1103,"('сон', 'девчонка')","(1, 1)"
1104,"('сон', 'жизнь')","(1, 1)"
1105,"('сон', 'мир')","(1, 1)"
1106,"('сон', 'объять')","(1, 1)"
1107,"('сон', 'сказать')","(1, 1)"
1108,"('сон', 'спать')","(1, 1)"
1109,"('спасать', 'россия')","(1, 1)"
1110,"('сон', 'явь')","(1, 1)"
1111,"('сонный', 'прохожий')","(1, 1)"
1112,"('сорок', 'год')","(1, 1)"
1113,"('сорочка', 'показывать')","(1, 1)"
1114,"('сочувствовать', 'ребенок')","(1, 1)"
1115,"('спасать', 'боже')","(1, 1)"
1116,"('становиться', 'бог')","(1, 1)"
1117,"('становиться', 'кипеть')","(1, 1)"
1118,"('стоять', 'надежда')","(1, 1)"
1119,"('сто', 'год')","(1, 1)"
1120,"('стена', 'храм')","(1, 1)"
1121,"('стереть', 'лицо')","(1, 1)"
1122,"('стих', 'жизнь')","(1, 1)"
1123,"('стих', 'писать')","(1, 1)"
1124,"('стих', 'полотно')","(1, 1)"
1125,"('стих', 'становиться')","(1, 1)"
1126,"('сто', 'крат')","(1, 1)"
1127,"('стена', 'приподымать')","(1, 1)"
1128,"('стол', 'шабат')","(1, 1)"
1129,"('столь', 'безлико')","(1, 1)"
1130,"('столько', 'год')","(1, 1)"
1131,"('столько', 'горе')","(1, 1)"
1132,"('стоять', 'быть')","(1, 1)"
1133,"('стоять', 'дом')","(1, 1)"
1134,"('стена', 'старый')","(1, 1)"
1135,"('стена', 'мочь')","(1, 1)"
1136,"('становиться', 'лицо')","(1, 1)"
1137,"('старание', 'давать')","(1, 1)"
1138,"('становиться', 'мим')","(1, 1)"
1139,"('становиться', 'свет')","(1, 1)"
1140,"('становиться', 'слово')","(1, 1)"
1141,"('становиться', 'сырой')","(1, 1)"
1142,"('становиться', 'ты')","(1, 1)"
1143,"('становиться', 'чужой')","(1, 1)"
1144,"('старик', 'старый')","(1, 1)"
1145,"('стена', 'крениться')","(1, 1)"
1146,"('старинный', 'ряд')","(1, 1)"
1147,"('старший', 'брат')","(1, 1)"
1148,"('старый', 'армянин')","(1, 1)"
1149,"('старый', 'друг')","(1, 1)"
1150,"('стена', 'дом')","(1, 1)"
1151,"('стена', 'ковер')","(1, 1)"
1152,"('начинать', 'свой')","(1, 1)"
1153,"('находить', 'холст')","(1, 1)"
1154,"('находить', 'покой')","(1, 1)"
1155,"('находить', 'находить')","(1, 1)"
1156,"('год', 'назад')","(1, 1)"
1157,"('год', 'ответ')","(1, 1)"
1158,"('год', 'проходить')","(1, 1)"
1159,"('год', 'свой')","(1, 1)"
1160,"('голова', 'поседеть')","(1, 1)"
1161,"('голова', 'пред')","(1, 1)"
1162,"('голос', 'твой')","(1, 1)"
1163,"('голубой', 'глаз')","(1, 1)"
1164,"('голубой', 'небо')","(1, 1)"
1165,"('гора', 'вершина')","(1, 1)"
1166,"('гора', 'весь')","(1, 1)"
1167,"('гора', 'высокий')","(1, 1)"
1168,"('гора', 'гора')","(1, 1)"
1169,"('гора', 'дрожать')","(1, 1)"
1170,"('гора', 'идти')","(1, 1)"
1171,"('год', 'молодой')","(1, 1)"
1172,"('год', 'день')","(1, 1)"
1173,"('год', 'давно')","(1, 1)"
1174,"('говорить', 'быть')","(1, 1)"
1175,"('глотать', 'слеза')","(1, 1)"
1176,"('глушь', 'средь')","(1, 1)"
1177,"('глядеть', 'глаз')","(1, 1)"
1178,"('глядеть', 'глядеть')","(1, 1)"
1179,"('глядеть', 'окошко')","(1, 1)"
1180,"('глядеть', 'стена')","(1, 1)"
1181,"('говорить', 'все')","(1, 1)"
1182,"('год', 'год')","(1, 1)"
1183,"('говорить', 'телефон')","(1, 1)"
1184,"('говорить', 'черный')","(1, 1)"
1185,"('говорить', 'язык')","(1, 1)"
1186,"('год', 'век')","(1, 1)"
1187,"('год', 'взять')","(1, 1)"
1188,"('год', 'вперед')","(1, 1)"
1189,"('гора', 'находить')","(1, 1)"
1190,"('гора', 'небо')","(1, 1)"
1191,"('гора', 'пускай')","(1, 1)"
1192,"('грозный', 'битва')","(1, 1)"
1193,"('готовый', 'стоять')","(1, 1)"
1194,"('готовый', 'сын')","(1, 1)"
1195,"('греметь', 'глас')","(1, 1)"
1196,"('греться', 'огонь')","(1, 1)"
1197,"('грецкий', 'орех')","(1, 1)"
1198,"('гроздь', 'виноград')","(1, 1)"
1199,"('грозный', 'массив')","(1, 1)"
1200,"('гость', 'угощать')","(1, 1)"
1201,"('грозный', 'сеча')","(1, 1)"
1202,"('гром', 'греметь')","(1, 1)"
1203,"('громко', 'петь')","(1, 1)"
1204,"('грубый', 'любить')","(1, 1)"
1205,"('груда', 'оттенок')","(1, 1)"
1206,"('грудь', 'знать')","(1, 1)"
1207,"('готовый', 'сочувствовать')","(1, 1)"
1208,"('горячий', 'тяжелый')","(1, 1)"
1209,"('гора', 'развертываться')","(1, 1)"
1210,"('гореть', 'свеча')","(1, 1)"
1211,"('гора', 'свет')","(1, 1)"
1212,"('гордый', 'душа')","(1, 1)"
1213,"('горе', 'тоска')","(1, 1)"
1214,"('горестный', 'конец')","(1, 1)"
1215,"('гореть', 'гора')","(1, 1)"
1216,"('гореть', 'огонь')","(1, 1)"
1217,"('гореть', 'твой')","(1, 1)"
1218,"('горячий', 'рука')","(1, 1)"
1219,"('горный', 'перевал')","(1, 1)"
1220,"('город', 'свой')","(1, 1)"
1221,"('город', 'толпа')","(1, 1)"
1222,"('горький', 'вода')","(1, 1)"
1223,"('горький', 'грубый')","(1, 1)"
1224,"('горько', 'плакать')","(1, 1)"
1225,"('глиняный', 'пыль')","(1, 1)"
1226,"('глас', 'умолкать')","(1, 1)"
1227,"('глазастый', 'ребята')","(1, 1)"
1228,"('встречать', 'пусть')","(1, 1)"
1229,"('вспомнить', 'вновь')","(1, 1)"
1230,"('вспомнить', 'древний')","(1, 1)"
1231,"('вспыхивать', 'погасать')","(1, 1)"
1232,"('вставать', 'тревога')","(1, 1)"
1233,"('встреча', 'ждать')","(1, 1)"
1234,"('встречать', 'заря')","(1, 1)"
1235,"('встречать', 'рассвет')","(1, 1)"
1236,"('всплеск', 'весло')","(1, 1)"
1237,"('встречать', 'тень')","(1, 1)"
1238,"('всякий', 'день')","(1, 1)"
1239,"('вход', 'храм')","(1, 1)"
1240,"('входить', 'входить')","(1, 1)"
1241,"('вчера', 'погребать')","(1, 1)"
1242,"('выбирать', 'ты')","(1, 1)"
1243,"('вспоминать', 'петь')","(1, 1)"
1244,"('вселенский', 'дождь')","(1, 1)"
1245,"('выжигать', 'трава')","(1, 1)"
1246,"('все', 'гора')","(1, 1)"
1247,"('время', 'кривой')","(1, 1)"
